,year,iso_o,iso_d,contig,comlang_off,distw,pop_o,gdp_o,gdpcap_o,iso2_o,pop_d,gdp_d,gdpcap_d,iso2_d,heg_d,conflict,indepdate,heg_o,col_to,col_fr,col_hist,col_cur,sever,sib_conflict,gatt_o,gatt_d,rta,comleg,comcur,acp_to_eu,gsp,eu_to_acp,gsp_rec,flow,validmirror,family
397093,1992,GBR,DJI,0,0,6038.26156282959,57.902348,1071537.4,18505.94,GB,0.584681,478.05835,817.63965,DJ,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,50.00204000000001,1,
397094,1993,GBR,DJI,0,0,6038.26156282959,58.040306,962344.06,16580.617,GB,0.590555,466.0485,789.17035,DJ,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,35.8153,1,
397095,1994,GBR,DJI,0,0,6038.26156282959,58.156235,1041385.06,17906.68,GB,0.597416,491.68924,823.0266,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,23.0898,1,
397096,1995,GBR,DJI,0,0,6038.26156282959,58.25,1133632.6,19461.504,GB,0.608731,497.72397,817.6419,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,23.772540000000003,1,
397097,1996,GBR,DJI,0,0,6038.26156282959,58.354427,1191202.8,20413.236,GB,0.62556,494.00467,789.6999,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,22.0319,1,
397098,1997,GBR,DJI,0,0,6038.26156282959,58.469578,1327113.6,22697.506,GB,0.646605,502.67554,777.4074,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,26.4578,1,
397099,1998,GBR,DJI,0,0,6038.26156282959,58.59551,1425173.9,24322.238,GB,0.670132,514.2679,767.41284,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,31.103710000000003,1,
397100,1999,GBR,DJI,0,0,6038.26156282959,58.732292,1464873.0,24941.525,GB,0.693443,536.08014,773.07025,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,35.521640000000005,1,
397101,2000,GBR,DJI,0,0,6038.26156282959,59.74298,1442844.6,24150.865,GB,0.714574,551.23083,771.41187,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,30.759080000000004,1,
397102,2001,GBR,DJI,0,0,6038.26156282959,59.50025,1434803.5,24114.242,GB,0.733118,572.4175,780.7986,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,18.3999,1,
397103,2002,GBR,DJI,0,0,6038.26156282959,59.30188,1571426.8,26498.768,GB,0.749745,591.1221,788.4308,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,21.2264,1,
397104,2003,GBR,DJI,0,0,6038.26156282959,59.581882,1805582.1,30304.215,GB,0.764838,627.5567,820.50934,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,39.9894,1,
397105,2004,GBR,DJI,0,0,6038.26156282959,59.8343,2132078.0,35633.04,GB,0.779102,666.2128,855.10345,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,20.99284,1,
397106,2005,GBR,DJI,0,0,6038.26156282959,60.2265,2201591.2,36555.19,GB,0.793078,708.84143,893.7853,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,11.2527,1,
397107,2006,GBR,DJI,0,0,6038.26156282959,60.360798,2345014.8,38849.96,GB,0.80565697,757.0405,939.6561,DJ,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,0,10.419629000000002,1,
397108,1976,GBR,DMA,0,1,6656.972069395447,56.216,224792.44,3998.727,GB,0.07125,,,DM,0,0.0,1978.0,1,1,0,1,1,,,1,0,0,1,0,0,0,0,0,5.139,1,GBR
397109,1977,GBR,DMA,0,1,6656.972069395447,56.19,253835.69,4517.453,GB,0.0717,36.37037,507.2576,DM,0,0.0,1978.0,1,1,0,1,1,,,1,0,0,1,0,0,0,0,1,5.665,1,GBR
397110,1978,GBR,DMA,0,1,6656.972069395447,56.178,321769.9,5727.685,GB,0.07215,45.17037,626.06195,DM,0,0.0,1978.0,1,1,0,1,1,,,1,0,0,1,0,0,0,0,1,7.651,1,GBR
397111,1979,GBR,DMA,0,1,6656.972069395447,56.242,417941.56,7431.129,GB,0.0727,44.296295,609.30255,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,5.561,1,GBR
397112,1980,GBR,DMA,0,1,6656.972069395447,56.33,536125.94,9517.592,GB,0.07335,59.1,805.72595,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,32.89,1,GBR
397113,1981,GBR,DMA,0,1,6656.972069395447,56.352,508430.44,9022.402,GB,0.074625,66.21851,887.3503,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,11.0,1,GBR
397114,1982,GBR,DMA,0,1,6656.972069395447,56.318,484084.56,8595.557,GB,0.074358,72.05185,968.98584,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,14.080000000000002,1,GBR
397115,1983,GBR,DMA,0,1,6656.972069395447,56.377,458949.53,8140.723,GB,0.074092,79.92593,1078.7389,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,12.65,1,GBR
397116,1984,GBR,DMA,0,1,6656.972069395447,56.506,431516.34,7636.6465,GB,0.073828,89.848145,1216.9928,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,11.990000000000002,1,GBR
397117,1985,GBR,DMA,0,1,6656.972069395447,56.685,455533.88,8036.233,GB,0.07356,98.58518,1340.2009,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,14.740000000000002,1,GBR
397118,1986,GBR,DMA,0,1,6656.972069395447,56.852,558951.9,9831.701,GB,0.0733,112.07407,1528.9779,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,14.080000000000002,1,GBR
397119,1987,GBR,DMA,0,1,6656.972069395447,57.009,685783.6,12029.393,GB,0.073,126.348145,1730.7965,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,18.92,1,GBR
397120,1988,GBR,DMA,0,1,6656.972069395447,57.158,833130.5,14575.921,GB,0.07277,143.76666,1975.631,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,16.467660000000002,1,GBR
397121,1989,GBR,DMA,0,1,6656.972069395447,57.358,841243.44,14666.54,GB,0.07252,153.37408,2114.9211,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,15.705250000000001,1,GBR
397122,1990,GBR,DMA,0,1,6656.972069395447,57.561,989524.1,17190.877,GB,0.072258,166.32222,2301.7827,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,18.821,1,GBR
397123,1991,GBR,DMA,0,1,6656.972069395447,57.74252,1033509.75,17898.592,GB,0.072,180.43704,2506.07,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,34.77089,1,GBR
397124,1992,GBR,DMA,0,1,6656.972069395447,57.902348,1071537.4,18505.94,GB,0.07194481,191.75926,2665.3662,DM,0,0.0,1978.0,1,1,0,1,0,,,1,0,0,1,0,0,0,1,1,16.97,1,GBR
397125,1993,GBR,DMA,0,1,6656.972069395447,58.040306,962344.06,16580.617,GB,0.07209197,200.41852,2780.0396,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,16.84177,1,GBR
397126,1994,GBR,DMA,0,1,6656.972069395447,58.156235,1041385.06,17906.68,GB,0.0724427,215.45926,2974.2024,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,13.60425,1,GBR
397127,1995,GBR,DMA,0,1,6656.972069395447,58.25,1133632.6,19461.504,GB,0.073,224.03702,3069.0002,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,16.047900000000002,1,GBR
397128,1996,GBR,DMA,0,1,6656.972069395447,58.354427,1191202.8,20413.236,GB,0.072183,236.44444,3275.6252,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,17.41916,1,GBR
397129,1997,GBR,DMA,0,1,6656.972069395447,58.469578,1327113.6,22697.506,GB,0.072042,244.07407,3387.9412,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,21.019460000000002,1,GBR
397130,1998,GBR,DMA,0,1,6656.972069395447,58.59551,1425173.9,24322.238,GB,0.071807,259.22964,3610.0889,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,19.801540000000003,1,GBR
397131,1999,GBR,DMA,0,1,6656.972069395447,58.732292,1464873.0,24941.525,GB,0.07153,267.6148,3741.2947,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,23.267970000000002,1,GBR
397132,2000,GBR,DMA,0,1,6656.972069395447,59.74298,1442844.6,24150.865,GB,0.071326,271.17038,3801.8447,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,15.31321,1,GBR
397133,2001,GBR,DMA,0,1,6656.972069395447,59.50025,1434803.5,24114.242,GB,0.071079,261.77777,3682.9128,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,15.933720000000003,1,GBR
397134,2002,GBR,DMA,0,1,6656.972069395447,59.30188,1571426.8,26498.768,GB,0.071079,252.03702,3545.8718,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,15.248860000000002,1,GBR
397135,2003,GBR,DMA,0,1,6656.972069395447,59.581882,1805582.1,30304.215,GB,0.07121283,258.1852,3625.5435,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,11.35332,1,GBR
397136,2004,GBR,DMA,0,1,6656.972069395447,59.8343,2132078.0,35633.04,GB,0.071471,271.09442,3793.0688,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,16.13623,1,GBR
397137,2005,GBR,DMA,0,1,6656.972069395447,60.2265,2201591.2,36555.19,GB,0.072,283.5648,3938.4,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,11.6321,1,GBR
397138,2006,GBR,DMA,0,1,6656.972069395447,60.360798,2345014.8,38849.96,GB,0.07239563,299.81482,4141.3384,DM,0,0.0,1978.0,1,1,0,1,0,,,1,1,0,1,0,0,0,1,1,11.58366,1,GBR
397139,1948,GBR,DNK,0,0,920.4319505373,50.014,,,GB,4.19,,,DK,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,184.8,1,
397140,1949,GBR,DNK,0,0,920.4319505373,50.312,46494.0,924.1135,GB,4.23,3548.0,838.7707,DK,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,251.9,1,
397141,1950,GBR,DNK,0,0,920.4319505373,50.127,37339.0,744.888,GB,4.271,3113.0,728.86914,DK,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,269.0,1,
397142,1951,GBR,DNK,0,0,920.4319505373,50.29,41485.0,824.91547,GB,4.304,3343.0,776.71936,DK,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,260.7,1,
397143,1952,GBR,DNK,0,0,920.4319505373,50.43,44553.0,883.4622,GB,4.334,3567.0,823.0272,DK,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,260.9,1,
397144,1953,GBR,DNK,0,0,920.4319505373,50.593,48118.0,951.0802,GB,4.369,3801.0,869.99316,DK,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,283.8,1,
397145,1954,GBR,DNK,0,0,920.4319505373,50.765,50758.0,999.8621,GB,4.406,3975.0,902.17883,DK,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,306.1,1,
397146,1955,GBR,DNK,0,0,920.4319505373,50.946,54078.0,1061.4769,GB,4.439,4151.0,935.1205,DK,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,293.2,1,
397147,1956,GBR,DNK,0,0,920.4319505373,51.184,58575.0,1144.4006,GB,4.466,4442.0,994.62604,DK,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,312.8,1,
397148,1957,GBR,DNK,0,0,920.4319505373,51.43,61955.0,1204.6471,GB,4.488,4721.0,1051.9163,DK,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,329.8,1,
397149,1958,GBR,DNK,0,0,920.4319505373,51.652,65000.0,1258.4218,GB,4.515,4937.0,1093.4663,DK,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,303.2,1,
397150,1959,GBR,DNK,0,0,920.4319505373,51.956,68287.0,1314.3236,GB,4.547,5488.0,1206.9497,DK,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,340.4,1,
397151,1960,GBR,DNK,0,0,920.4319505373,52.373,72273.336,1379.9731,GB,4.581,6248.1333,1363.9235,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,341.8,1,
397152,1961,GBR,DNK,0,0,920.4319505373,52.807,76636.34,1451.2535,GB,4.61,6932.9395,1503.8914,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,340.7,1,
397153,1962,GBR,DNK,0,0,920.4319505373,53.292,80540.97,1511.3145,GB,4.647,7811.9507,1681.074,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,376.4,1,
397154,1963,GBR,DNK,0,0,920.4319505373,53.625,85379.13,1592.1516,GB,4.684,8315.609,1775.3223,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,396.9,1,
397155,1964,GBR,DNK,0,0,920.4319505373,53.991,93316.95,1728.3798,GB,4.72,9505.44,2013.8646,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,446.4,1,
397156,1965,GBR,DNK,0,0,920.4319505373,54.35,100519.69,1849.4883,GB,4.758,10677.506,2244.1165,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,465.1,1,
397157,1966,GBR,DNK,0,0,920.4319505373,54.643,107009.72,1958.3427,GB,4.798,11719.722,2442.6265,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,501.6,1,
397158,1967,GBR,DNK,0,0,920.4319505373,54.959,111101.28,2021.5303,GB,4.839,12786.813,2642.4495,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,445.72,1,
397159,1968,GBR,DNK,0,0,920.4319505373,55.214,104623.54,1894.8734,GB,4.867,13194.823,2711.0793,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,438.4,1,
397160,1969,GBR,DNK,0,0,920.4319505373,55.461,112591.64,2030.1049,GB,4.891,15007.431,3068.377,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,522.24,1,
397161,1970,GBR,DNK,0,0,920.4319505373,55.632,123626.11,2222.2122,GB,4.929,16588.373,3365.4644,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,608.95,1,
397162,1971,GBR,DNK,0,0,920.4319505373,55.928,139810.17,2499.8242,GB,4.963,18551.299,3737.9204,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,619.08,1,
397163,1972,GBR,DNK,0,0,920.4319505373,56.097,160629.38,2863.4219,GB,4.992,22766.236,4560.544,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,654.28,1,
397164,1973,GBR,DNK,0,0,920.4319505373,56.223,181217.55,3223.1924,GB,5.022,29996.81,5973.0806,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,885.83,1,
397165,1974,GBR,DNK,0,0,920.4319505373,56.236,195729.31,3480.4985,GB,5.045,33366.633,6613.8022,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,1098.68,1,
397166,1975,GBR,DNK,0,0,920.4319505373,56.226,234011.06,4161.972,GB,5.06,39596.99,7825.4917,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,1075.58,1,
397167,1976,GBR,DNK,0,0,920.4319505373,56.216,224792.44,3998.727,GB,5.073,43680.63,8610.414,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,1304.71,1,
397168,1977,GBR,DNK,0,0,920.4319505373,56.19,253835.69,4517.453,GB,5.088,48858.64,9602.721,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,1539.45,1,
397169,1978,GBR,DNK,0,0,920.4319505373,56.178,321769.9,5727.685,GB,5.104,59302.65,11618.857,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,1792.7800000000002,1,
397170,1979,GBR,DNK,0,0,920.4319505373,56.242,417941.56,7431.129,GB,5.117,69179.45,13519.533,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2368.3,1,
397171,1980,GBR,DNK,0,0,920.4319505373,56.33,536125.94,9517.592,GB,5.123,69727.57,13610.69,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2639.56,1,
397172,1981,GBR,DNK,0,0,920.4319505373,56.352,508430.44,9022.402,GB,5.122,60399.895,11792.247,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2368.4100000000003,1,
397173,1982,GBR,DNK,0,0,920.4319505373,56.318,484084.56,8595.557,GB,5.118,58947.254,11517.635,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2102.32,1,
397174,1983,GBR,DNK,0,0,920.4319505373,56.377,458949.53,8140.723,GB,5.114,59224.637,11580.884,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,1930.06,1,
397175,1984,GBR,DNK,0,0,920.4319505373,56.506,431516.34,7636.6465,GB,5.112,57392.406,11226.996,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,1749.7700000000002,1,
397176,1985,GBR,DNK,0,0,920.4319505373,56.685,455533.88,8036.233,GB,5.114,60945.234,11917.332,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,1947.2200000000003,1,
397177,1986,GBR,DNK,0,0,920.4319505373,56.852,558951.9,9831.701,GB,5.121,86306.4,16853.428,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,1951.18,1,
397178,1987,GBR,DNK,0,0,920.4319505373,57.009,685783.6,12029.393,GB,5.127,107354.87,20939.121,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2222.11,1,
397179,1988,GBR,DNK,0,0,920.4319505373,57.158,833130.5,14575.921,GB,5.13,113225.79,22071.303,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2291.773,1,
397180,1989,GBR,DNK,0,0,920.4319505373,57.358,841243.44,14666.54,GB,5.133,109881.37,21406.852,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2176.3720000000003,1,
397181,1990,GBR,DNK,0,0,920.4319505373,57.561,989524.1,17190.877,GB,5.14,135838.16,26427.658,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2749.472,1,
397182,1991,GBR,DNK,0,0,920.4319505373,57.74252,1033509.75,17898.592,GB,5.154,136693.97,26521.92,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2743.356,1,
397183,1992,GBR,DNK,0,0,920.4319505373,57.902348,1071537.4,18505.94,GB,5.17,150195.48,29051.35,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,3008.2800000000007,1,
397184,1993,GBR,DNK,0,0,920.4319505373,58.040306,962344.06,16580.617,GB,5.189,140626.62,27100.91,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2414.159,1,
397185,1994,GBR,DNK,0,0,920.4319505373,58.156235,1041385.06,17906.68,GB,5.205,153593.22,29508.783,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,2751.001,1,
397186,1995,GBR,DNK,0,0,920.4319505373,58.25,1133632.6,19461.504,GB,5.228,181983.61,34809.41,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,3292.3110000000006,1,
397187,1996,GBR,DNK,0,0,920.4319505373,58.354427,1191202.8,20413.236,GB,5.262,184435.81,35050.516,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,3452.7900000000004,1,
397188,1997,GBR,DNK,0,0,920.4319505373,58.469578,1327113.6,22697.506,GB,5.28422,170435.47,32253.664,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,3363.6130000000003,1,
397189,1998,GBR,DNK,0,0,920.4319505373,58.59551,1425173.9,24322.238,GB,5.301,173653.14,32758.562,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,3570.51,1,
397190,1999,GBR,DNK,0,0,920.4319505373,58.732292,1464873.0,24941.525,GB,5.319111,173944.7,32701.838,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,3675.4410000000003,1,
397191,2000,GBR,DNK,0,0,920.4319505373,59.74298,1442844.6,24150.865,GB,5.337344,160082.64,29992.94,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,3846.28,1,
397192,2001,GBR,DNK,0,0,920.4319505373,59.50025,1434803.5,24114.242,GB,5.355082,160476.17,29967.08,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,3362.68,1,
397193,2002,GBR,DNK,0,0,920.4319505373,59.30188,1571426.8,26498.768,GB,5.374255,173880.84,32354.408,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,4311.39,1,
397194,2003,GBR,DNK,0,0,920.4319505373,59.581882,1805582.1,30304.215,GB,5.387174,213908.05,39706.91,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,3966.65,1,
397195,2004,GBR,DNK,0,0,920.4319505373,59.8343,2132078.0,35633.04,GB,5.401177,244914.97,45344.742,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,4103.45,1,
397196,2005,GBR,DNK,0,0,920.4319505373,60.2265,2201591.2,36555.19,GB,5.415978,258714.36,47768.723,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,4450.91,1,
397197,2006,GBR,DNK,0,0,920.4319505373,60.360798,2345014.8,38849.96,GB,5.428524,275237.03,50702.0,DK,0,,,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,6260.496,1,
397198,1948,GBR,DOM,0,0,6946.114641387177,50.014,,,GB,2.031,,,DO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,2.9700000000000006,1,
397199,1949,GBR,DOM,0,0,6946.114641387177,50.312,46494.0,924.1135,GB,2.08,323.1,155.33655,DO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,2.31,1,
397200,1950,GBR,DOM,0,0,6946.114641387177,50.127,37339.0,744.888,GB,2.353,382.8,162.68593,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,1.54,1,
397201,1951,GBR,DOM,0,0,6946.114641387177,50.29,41485.0,824.91547,GB,2.419,454.9,188.05292,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,2.3100000000000005,1,
397202,1952,GBR,DOM,0,0,6946.114641387177,50.43,44553.0,883.4622,GB,2.491,501.3,201.24448,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,4.840000000000001,1,
397203,1953,GBR,DOM,0,0,6946.114641387177,50.593,48118.0,951.0802,GB,2.569,509.7,198.40405,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,4.840000000000001,1,
397204,1954,GBR,DOM,0,0,6946.114641387177,50.765,50758.0,999.8621,GB,2.651,537.0,202.56506,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,2.64,1,
397205,1955,GBR,DOM,0,0,6946.114641387177,50.946,54078.0,1061.4769,GB,2.737,555.1,202.8133,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,3.4100000000000006,1,
397206,1956,GBR,DOM,0,0,6946.114641387177,51.184,58575.0,1144.4006,GB,2.828,630.3,222.87836,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,4.07,1,
397207,1957,GBR,DOM,0,0,6946.114641387177,51.43,61955.0,1204.6471,GB,2.923,704.6,241.0537,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,5.390000000000001,0,
397208,1958,GBR,DOM,0,0,6946.114641387177,51.652,65000.0,1258.4218,GB,3.023,741.4,245.25307,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,5.83,0,
397209,1959,GBR,DOM,0,0,6946.114641387177,51.956,68287.0,1314.3236,GB,3.126,688.1,220.12155,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,5.28,1,
397210,1960,GBR,DOM,0,0,6946.114641387177,52.373,72273.336,1379.9731,GB,3.348958,722.5,215.73874,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,4.73,1,
397211,1961,GBR,DOM,0,0,6946.114641387177,52.807,76636.34,1451.2535,GB,3.463432,654.1,188.8589,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,6.38,1,
397212,1962,GBR,DOM,0,0,6946.114641387177,53.292,80540.97,1511.3145,GB,3.581253,824.1,230.11497,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,8.58,1,
397213,1963,GBR,DOM,0,0,6946.114641387177,53.625,85379.13,1592.1516,GB,3.701964,940.8,254.13538,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,11.87,1,
397214,1964,GBR,DOM,0,0,6946.114641387177,53.991,93316.95,1728.3798,GB,3.825017,1025.6,268.12952,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,10.780000000000001,0,
397215,1965,GBR,DOM,0,0,6946.114641387177,54.35,100519.69,1849.4883,GB,3.949956,888.1,224.83795,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,4.07,1,
397216,1966,GBR,DOM,0,0,6946.114641387177,54.643,107009.72,1958.3427,GB,4.076489,983.89,241.35721,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,6.71,1,
397217,1967,GBR,DOM,0,0,6946.114641387177,54.959,111101.28,2021.5303,GB,4.204467,1034.8,246.1192,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,7.29,1,
397218,1968,GBR,DOM,0,0,6946.114641387177,55.214,104623.54,1894.8734,GB,4.333749,1079.1,248.99919,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,7.53,1,
397219,1969,GBR,DOM,0,0,6946.114641387177,55.461,112591.64,2030.1049,GB,4.464253,1230.5,275.63403,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,7.590000000000001,0,
397220,1970,GBR,DOM,0,0,6946.114641387177,55.632,123626.11,2222.2122,GB,4.595872,1485.4,323.2031,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,9.350000000000001,0,
397221,1971,GBR,DOM,0,0,6946.114641387177,55.928,139810.17,2499.8242,GB,4.728481,1666.4,352.41763,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,1,10.67,0,
397222,1972,GBR,DOM,0,0,6946.114641387177,56.097,160629.38,2863.4219,GB,4.861876,1987.2999,408.75168,DO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,0,1,11.55,0,
